artist,header,locations-name,locations-url,products,time,title,searchresultURL,listened,skipped,searched
ODESZA,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:23:57.242Z,A Moment Apart,,True,False,False
Illenium,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:20:02.954Z,Taking Me Higher,,True,False,False
Louis The Child,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:17:18.189Z,From Here,,True,False,False
Jai Wolf,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:13:55.127Z,Like It's Over (feat. MNDR),,True,False,False
Trinix,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:08:36.229Z,Never Enough,,True,False,False
Melvv,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:05:06.186Z,Vibe,,True,False,False
Flume,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T05:02:42.032Z,Hyperreal (feat. Kučka),,True,False,False
ODESZA,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-12-18T04:58:28.066Z,Bloom,,True,False,False
Flume,Google Play Music,,,Google Play Music,2018-11-30T16:13:50.661Z,Sleepless (feat. Jezzabell Doran),,False,True,False
Flume,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-30T16:13:50.587Z,Sleepless (feat. Jezzabell Doran),,True,False,False
ODESZA,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-30T16:10:30.212Z,Show Me,,True,False,False
Louis The Child,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-30T16:06:51.712Z,Fire,,True,False,False
Jai Wolf,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-30T16:03:19.844Z,Drive (feat. Chain Gang of 1974),,True,False,False
Flume,Google Play Music,,,Google Play Music,2018-11-30T15:27:24.900Z,Sleepless (feat. Jezzabell Doran),,False,True,False
ODESZA,Google Play Music,,,Google Play Music,2018-11-30T15:27:21.349Z,Show Me,,False,True,False
Louis The Child,Google Play Music,From your current location,"https://google.com/maps?q=17.437860,78.380363",Google Play Music,2018-11-30T15:27:20.268Z,Fire,,True,False,False
DJ Snake,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-22T05:25:43.339Z,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",,True,False,False
Trinix,Google Play Music,,,Google Play Music,2018-11-15T04:01:09.361Z,No Sleep,,True,False,False
IHF,Google Play Music,,,Google Play Music,2018-11-15T03:58:04.772Z,Floating,,False,True,False
alt-J,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:21:34.180Z,Left Hand Free,,True,False,False
MS MR,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:18:40.406Z,Salty Sweet,,True,False,False
Birdy,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:15:29.587Z,Terrible Love,,True,False,False
The Lumineers,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:10:45.569Z,Submarines,,True,False,False
Of Monsters and Men,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:08:04.191Z,Lakehouse,,True,False,False
Chvrches,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T16:02:21.568Z,Dead Air,,True,False,False
Lorde,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:59:07.110Z,Royals,,True,False,False
The Naked And Famous,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:55:57.046Z,Punching In A Dream,,True,False,False
Daughter,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:51:58.878Z,Landfill,,True,False,False
Florence + The Machine,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:47:35.115Z,Leave My Body,,True,False,False
Of Monsters And Men,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:43:00.927Z,We Sink,,True,False,False
Hozier,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:38:38.930Z,Like Real People Do,,True,False,False
The xx,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:35:20.869Z,Fantasy,,True,False,False
Birdy,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:32:42.640Z,Fire and Rain,,True,False,False
alt-J,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:29:35.213Z,Breezeblocks,,True,False,False
Chvrches,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:25:48.104Z,Gun,,True,False,False
Lorde,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:21:55.401Z,A World Alone,,True,False,False
Broods,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:17:01.161Z,Everytime,,True,False,False
Bastille,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:13:19.891Z,Haunt (Demo),,True,False,False
Florence + The Machine,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:10:27.117Z,"No Light, No Light",,True,False,False
Hozier,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:05:52.321Z,Jackie And Wilson,,True,False,False
MS MR,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T15:02:09.250Z,Twenty Seven,,True,False,False
Daughter,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:58:31.911Z,Smother,,True,False,False
alt-J,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:54:30.545Z,Every Other Freckle,,True,False,False
Bastille,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:50:54.427Z,These Streets,,True,False,False
Of Monsters and Men,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:47:59.379Z,Crystals,,True,False,False
The xx,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:43:55.835Z,Our Song,,True,False,False
Chvrches,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:40:41.993Z,Recover,,True,False,False
Lorde,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:36:56.074Z,Yellow Flicker Beat,,True,False,False
Florence + The Machine,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-14T14:33:01.684Z,Girl With One Eye,,True,False,False
Jai Wolf,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T05:13:52.872Z,The World Is Ours,,True,False,False
Flume,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T05:10:10.520Z,Insane (feat. Moon Holiday),,True,False,False
Illenium,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T05:06:36.585Z,Where'd U Go,,True,False,False
Flume,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T05:03:31.985Z,Space Cadet,,True,False,False
ODESZA,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T05:01:19.396Z,Sundara,,True,False,False
Jai Wolf,Google Play Music,From your current location,"https://google.com/maps?q=17.426931,78.334320",Google Play Music,2018-11-14T04:59:03.371Z,Starlight (Lenno Remix),,True,False,False
TRCNG,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T14:22:27.305Z,WOLF BABY,,True,False,False
,Play Music,,,Google Play Music,2018-11-12T13:06:53.065Z,girl kpop playlist,https://play.google.com/music/search/girl+kpop+playlist,False,False,True
,Play Music,,,Google Play Music,2018-11-12T13:05:58.143Z,kpop,https://play.google.com/music/search/kpop,False,False,True
DJ Snake,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:45:53.557Z,Magenta Riddim,,True,False,False
Hailee Steinfeld,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:42:38.008Z,Let Me Go (feat. Florida Georgia Line & WATT),,True,False,False
Ariana Grande,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:39:43.199Z,God is a woman,,True,False,False
DVBBS,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:36:25.605Z,IDWK,,True,False,False
Calvin Harris,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:33:25.621Z,Promises,,True,False,False
Cheat Codes,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:29:50.301Z,Feels Great (feat. Fetty Wap & CVBZ),,True,False,False
Galantis,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:26:36.882Z,Hunter,,True,False,False
Seeb,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:23:33.584Z,Drink About,,True,False,False
The Chainsmokers,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:20:31.243Z,Side Effects (feat. Emily Warren),,True,False,False
DJ Snake,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:17:37.527Z,Broken Summer (feat. Max Frost),,True,False,False
Marshmello,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:14:33.613Z,Happier,,True,False,False
Bebe Rexha,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:10:59.402Z,I'm a Mess,,True,False,False
Martin Garrix,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:07:44Z,Scared To Be Lonely (DubVision Remix),,True,False,False
Kygo,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:04:32.918Z,Stranger Things (feat. OneRepublic),,True,False,False
Sean Paul,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T11:00:51.536Z,Mad Love (feat. Becky G),,True,False,False
DJ Snake,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:57:31.672Z,Let Me Love You (feat. Justin Bieber),,True,False,False
Diplo,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:54:05.662Z,Get It Right (feat. MØ),,True,False,False
Sigala,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:51:13.255Z,We Don't Care,,True,False,False
Major Lazer,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:47:45.662Z,"Particula (feat. Patoranking, DJ Maphorisa, Nasty C & Ice Prince)",,True,False,False
J Balvin & Willy William,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:44:21Z,Mi Gente (feat. Beyoncé),,True,False,False
Bruno Mars,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:40:51.278Z,Finesse (Remix) [feat. Cardi B],,True,False,False
Maroon 5,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:37:13.881Z,Girls Like You (feat. Cardi B),,True,False,False
DJ Snake,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:33:18.325Z,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:29:19.489Z,C.R.E.A.M. (Cash Rules Everything Around Me) (A Cappella),,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:27:45.665Z,Method Man (Home Grown Version),,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:22:35.373Z,Protect Ya Neck (Shao Lin Version),,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:17:55.607Z,Wu-Tang: 7th Chamber - Part II (Conclusion),,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:11:44.755Z,Tearz,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:07:27.038Z,Protect Ya Neck,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T10:02:35.951Z,Method Man,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:56:45.516Z,C.R.E.A.M.,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:52:33.193Z,Wu-Tang Clan Aint Nuthing ta F' Wit,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:48:57.150Z,Da Mystery of Chessboxin',,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:44:09.454Z,Can It Be All So Simple / Intermission,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:37:16.764Z,Wu-Tang: 7th Chamber,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:31:09.880Z,Clan In Da Front,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:26:37.391Z,Shame On a Nigga,,True,False,False
Wu-Tang Clan,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:23:39.537Z,Bring Da Ruckus,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:13:50.383Z,Let's Go (The Royal We),,True,False,False
,Play Music,,,Google Play Music,2018-11-12T09:13:47.352Z,close run them jewels,https://play.google.com/music/search/close+run+them+jewels,False,False,True
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:12:22.486Z,Crown (feat. Diane Coffee),,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:08:36.811Z,Angel Duster,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:03:27.544Z,Banana Clipper (feat. Big Boi),,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T09:00:36.052Z,Early (feat. BOOTS),,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:56:52.014Z,All My Life,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:53:44.051Z,Call Ticketron,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:50:25.450Z,All Due Respect (feat. Travis Barker),,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:47:37.564Z,Oh Mama,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:44:00.949Z,Talk to Me,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:41:29.813Z,Jeopardy,,True,False,False
Run The Jewels,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:38:07.767Z,Run The Jewels,,True,False,False
Foo Fighters,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T08:34:28.995Z,The Pretender,,True,False,False
Franz Ferdinand,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T07:28:19.377Z,You're The Reason I'm Leaving,,True,False,False
Placebo,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T07:25:31.333Z,Battle for the Sun,,True,False,False
Arctic Monkeys,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T07:19:59.081Z,Teddy Picker,,True,False,False
Kings Of Leon,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T07:17:18.415Z,California Waiting,,True,False,False
Muse,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T07:13:49.675Z,Sing For Absolution,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:40:20.631Z,Last Call,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:27:33.477Z,Family Business,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:22:46.410Z,Through The Wire,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:18:55.536Z,"Two Words (feat. Mos Def, Freeway and The Harlem Boys Choir)",,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:14:27.029Z,Lil Jimmy Skit,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:13:31.328Z,School Spirit Skit 2,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:12:40.669Z,School Spirit,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:06:26.806Z,School Spirit Skit 1,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:05:05.739Z,Breathe In Breathe Out (feat. Ludacris),,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T06:00:51.905Z,Slow Jamz,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:55:27.267Z,The New Workout Plan,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:50:02.151Z,Workout Plan,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:49:08.754Z,Get Em High (feat. Talib Kweli & Common),,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:44:12.109Z,Never Let Me Down (feat. JAY-Z & J. Ivy),,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:38:45.865Z,Jesus Walks,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:35:25.067Z,Spaceship (feat. GLC & Consequence),,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:29:59.392Z,I'll Fly Away,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:27:33.972Z,All Falls Down (feat. Syleena Johnson),,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:23:43.981Z,Graduation Day,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:22:14.161Z,We Don't Care,,True,False,False
Kanye West,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-11-12T05:18:14.374Z,Intro,,True,False,False
,Play Music,,,Google Play Music,2018-11-12T04:16:12.212Z,college dropout,https://play.google.com/music/search/college+dropout,False,False,True
Daktyl,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-10T11:49:02.048Z,Mind (feat. JJ Draper),,True,False,False
ODESZA,Google Play Music,From your current location,"https://google.com/maps?q=17.455488,78.302834",Google Play Music,2018-11-10T11:46:04.139Z,Late Night,,True,False,False
Franz Ferdinand,Google Play Music,,,Google Play Music,2018-11-01T10:31:16.350Z,Tell Her Tonight,,True,False,False
Muse,Google Play Music,,,Google Play Music,2018-11-01T10:28:58.858Z,Map of the Problematique,,True,False,False
Coldplay,Google Play Music,,,Google Play Music,2018-11-01T10:24:40.702Z,Talk,,True,False,False
Foo Fighters,Google Play Music,,,Google Play Music,2018-11-01T10:19:29.447Z,Miss The Misery,,True,False,False
Muse,Google Play Music,,,Google Play Music,2018-11-01T10:14:57.443Z,Butterflies and Hurricanes,,True,False,False
Interpol,Google Play Music,,,Google Play Music,2018-11-01T10:09:55.716Z,Slow Hands,,True,False,False
Placebo,Google Play Music,,,Google Play Music,2018-11-01T10:06:51.511Z,The Bitter End,,True,False,False
Starsailor,Google Play Music,,,Google Play Music,2018-11-01T10:03:41.103Z,In The Crossfire,,True,False,False
Red Hot Chili Peppers,Google Play Music,,,Google Play Music,2018-11-01T10:00:22.287Z,Otherside,,True,False,False
Foo Fighters,Google Play Music,,,Google Play Music,2018-11-01T09:56:06.919Z,Everlong,,True,False,False
The Strokes,Google Play Music,,,Google Play Music,2018-11-01T09:51:56.352Z,Last Nite,,True,False,False
Oasis,Google Play Music,,,Google Play Music,2018-11-01T09:48:43.124Z,Wonderwall,,True,False,False
Arctic Monkeys,Google Play Music,,,Google Play Music,2018-11-01T09:44:23.090Z,Fluorescent Adolescent,,True,False,False
Muse,Google Play Music,,,Google Play Music,2018-11-01T09:41:29.658Z,City of Delusion,,True,False,False
,Play Music,,,Google Play Music,2018-11-01T09:35:45.188Z,muse,https://play.google.com/music/search/muse,False,False,True
The Naked And Famous,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T11:49:36.659Z,Young Blood,,True,False,False
Santigold,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:48:31.107Z,Disparate Youth,,True,False,False
alt-J,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:41:38.484Z,Breezeblocks,,True,False,False
Of Monsters And Men,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:37:51.398Z,King And Lionheart,,True,False,False
Foster The People,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:33:17.599Z,Pumped Up Kicks,,True,False,False
MGMT,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:29:17.881Z,Time to Pretend,,True,False,False
Miike Snow,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:24:56.871Z,Paddling Out,,True,False,False
Vance Joy,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:21:13.784Z,Mess Is Mine,,True,False,False
Passion Pit,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:17:30.105Z,Constant Conversations,,True,False,False
MS MR,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:13:34.679Z,Salty Sweet,,True,False,False
Florence + The Machine,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:10:23.663Z,What The Water Gave Me,,True,False,False
Two Door Cinema Club,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:04:50.167Z,Do You Want It All ?,,True,False,False
The Black Keys,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T07:01:21.934Z,Gold on the Ceiling,,True,False,False
Vampire Weekend,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:57:37.640Z,Step,,True,False,False
The Naked And Famous,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:53:25.899Z,All Of This,,True,False,False
Chvrches,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:49:30.588Z,The Mother We Share,,True,False,False
WALK THE MOON,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:46:19.376Z,Anna Sun,,True,False,False
Band of Horses,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:40:58.015Z,The Funeral,,True,False,False
Of Monsters And Men,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:35:35.851Z,Sloom,,True,False,False
AWOLNATION,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:30:51.772Z,Kill Your Heroes,,True,False,False
The Wombats,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:27:52.973Z,Greek Tragedy,,True,False,False
The xx,Google Play Music,From your current location,"https://google.com/maps?q=12.971599,77.594566",Google Play Music,2018-10-25T06:24:23.304Z,Crystalised,,True,False,False
